area_code,Total population (Both sexes),Total population (Male),Total population (Female),Total population (under 15),"Population (under 15, Male)","Population (under 15, Female)",Total population (15-64),"Population (15-64, Male)","Population (15-64, Female)",Total population (65 and over),"Population (65 and over, Male)","Population (65 and over, Female)","Population (0-5, Total)","Population (0-5, Male)","Population (0-5, Female)","Population (60 and over, Total)","Population (60 and over, Male)","Population (60 and over, Female)","Population (70 and over, Total)","Population (70 and over, Male)","Population (70 and over, Female)","Population (85 and over, Total)","Population (85 and over, Male)","Population (85 and over, Female)"
13381,2482,1350,1132,215,128,87,1319,790,529,948,432,516,101,55,46,1160,557,603,701,282,419,154,38,116
13382,335,189,146,57,37,20,219,122,97,59,30,29,37,23,14,78,43,35,31,15,16,7,2,5
13401,7613,3785,3828,898,475,423,3915,2079,1836,2765,1210,1555,349,182,167,3433,1557,1876,1945,783,1162,439,107,332
13402,178,107,71,24,11,13,130,80,50,24,16,8,9,4,5,37,25,12,14,8,6,2,1,1
13421,3022,1893,1129,448,244,204,2190,1420,770,383,228,155,212,116,96,532,331,201,211,115,96,48,15,33
14100,3724844,1855985,1868859,468535,239953,228582,2368291,1214915,1153376,865490,386000,479490,181628,92947,88681,1080146,493863,586283,613009,262622,350387,110151,35380,74771
14101,285356,147650,137706,37270,19047,18223,187939,100744,87195,57955,26349,31606,15852,8047,7805,74502,35110,39392,39748,17005,22743,6890,2200,4690
14102,238966,121769,117197,27176,13849,13327,159126,84274,74852,50314,22128,28186,11420,5805,5615,63415,28939,34476,35309,14635,20674,6884,2159,4725
14103,98532,49850,48682,10629,5422,5207,67599,35371,32228,19291,8332,10959,4710,2371,2339,24325,10932,13393,13596,5466,8130,2907,899,2008
14104,148312,78087,70225,15460,7928,7532,96165,51054,45111,33794,17034,16760,6179,3183,2996,42829,22265,20564,23060,10792,12268,4241,1386,2855
14105,194827,97006,97821,20337,10355,9982,122846,63270,59576,50159,22456,27703,7922,4031,3891,62629,28981,33648,35405,14892,20513,6550,2124,4426
14106,205493,102381,103112,23214,11920,11294,128870,66958,61912,51881,22399,29482,8693,4490,4203,64019,28455,35564,37587,15504,22083,7103,2267,4836
14107,166229,81827,84402,19873,10250,9623,101708,51908,49800,43671,19003,24668,8038,4221,3817,54108,24123,29985,31105,12932,18173,5575,1821,3754
14108,202229,99167,103062,24029,12256,11773,123263,62040,61223,53953,24394,29559,8653,4398,4255,67749,31109,36640,37563,16489,21074,6597,2255,4342
14109,344172,174460,169712,42394,21634,20760,234642,122476,112166,64716,28551,36165,18421,9477,8944,82103,37380,44723,45354,19008,26346,8711,2806,5905
14110,275283,135271,140012,37555,19135,18420,170473,86034,84439,66128,29472,36656,14106,7151,6955,82316,37285,45031,46835,20287,26548,7867,2550,5317
14111,215736,106126,109610,25814,13205,12609,131924,66855,65069,57373,25583,31790,9513,4891,4622,70842,32199,38643,40945,17914,23031,6178,2142,4036
14112,247144,120168,126976,29898,15323,14575,147068,74033,73035,69546,30478,39068,10981,5540,5441,84906,38032,46874,50963,21655,29308,9341,3098,6243
14113,180366,89002,91364,24634,12605,12029,113829,57869,55960,41055,18025,23030,9327,4780,4547,51015,22958,28057,29299,12454,16845,5240,1556,3684
14114,124560,60889,63671,16525,8361,8164,74652,37880,36772,32972,14415,18557,5857,2949,2908,40079,17888,22191,24190,10335,13855,4235,1355,2880
14115,122171,59729,62442,15301,7906,7395,70737,35453,35284,35684,16120,19564,5443,2818,2625,42967,19517,23450,25849,11704,14145,3818,1254,2564
14116,154025,75460,78565,19730,10228,9502,92479,46417,46062,41430,18538,22892,7212,3740,3472,50779,23137,27642,29932,13061,16871,5097,1623,3474
14117,309692,151182,158510,42772,21921,20851,204388,101060,103328,61127,27290,33837,15804,8060,7744,77593,35244,42349,42166,18241,23925,8172,2497,5675
14118,211751,105961,105790,35924,18608,17316,140583,71219,69364,34441,15433,19008,13497,6995,6502,43970,20309,23661,24103,10248,13855,4745,1388,3357
14130,1475213,749038,726175,184135,94166,89969,972976,508959,464017,279482,124552,154930,77490,39735,37755,354080,162686,191394,195997,83143,112854,35917,11344,24573
14131,223378,119422,103956,26255,13415,12840,146391,81756,64635,48348,22676,25672,10861,5554,5307,61518,30065,31453,33874,14854,19020,5982,1824,4158
14132,160890,81231,79659,20507,10405,10102,101443,53081,48362,34886,15300,19586,9002,4581,4421,43839,19759,24080,24570,10284,14286,4520,1430,3090
14133,247529,126992,120537,31693,16294,15399,175601,92398,83203,36871,16196,20675,14443,7361,7082,47352,21667,25685,25895,10681,15214,5240,1667,3573
14134,228141,115030,113111,29901,15304,14597,155920,80623,75297,39163,17280,21883,12743,6546,6197,50193,22838,27355,26980,11235,15745,4745,1467,3278
14135,214158,110059,104099,23774,12244,11530,147708,78491,69217,39538,17456,22082,9985,5149,4836,50166,22866,27300,28018,11779,16239,5308,1715,3593
14136,225594,110813,114781,28347,14442,13905,134254,67158,67096,41817,18464,23353,11236,5761,5475,52720,23782,28938,29136,12459,16677,4703,1468,3235
14137,175523,85491,90032,23658,12062,11596,111659,55452,56207,38859,17180,21679,9220,4783,4437,48292,21709,26583,27524,11851,15673,5419,1773,3646
14150,720780,361060,359720,88850,45546,43304,454821,234102,220719,171040,78057,92983,33917,17381,16536,215052,99869,115183,118390,53048,65342,18108,5764,12344
14151,173612,87459,86153,21474,10850,10624,108099,55864,52235,42832,20030,22802,8039,4029,4010,54920,26037,28883,28537,13080,15457,4597,1453,3144
14152,269888,135754,134134,34603,17764,16839,172311,89185,83126,60667,27719,32948,13037,6666,6371,76696,35709,40987,41615,18703,22912,5955,1917,4038
14153,277280,137847,139433,32773,16932,15841,174411,89053,85358,67541,30308,37233,12841,6686,6155,83436,38123,45313,48238,21265,26973,7556,2394,5162
14201,406586,202775,203811,46530,23788,22742,238148,124786,113362,120465,53250,67215,16534,8361,8173,147034,66386,80648,86435,37022,49413,15633,4840,10793
14203,258227,129456,128771,31632,16171,15461,158317,82221,76096,66456,29894,36562,11304,5804,5500,83489,38430,45059,46269,20020,26249,8363,2593,5770
14204,173019,81664,91355,20630,10530,10100,99173,48569,50604,52859,22358,30501,7333,3767,3566,63052,27165,35887,39367,16204,23163,8487,2782,5705
14205,423894,210032,213862,57615,29410,28205,266893,136721,130172,99195,43744,55451,22154,11300,10854,122995,55236,67759,70004,29879,40125,12464,3957,8507
14206,194086,94697,99389,22916,11822,11094,116258,58762,57496,53689,23431,30258,8385,4373,4012,66758,29892,36866,38228,15885,22343,7400,2263,5137
14207,239348,116894,122454,32593,16545,16048,146393,73462,72931,59592,26375,33217,12269,6335,5934,73688,33213,40475,42346,18273,24073,7390,2368,5022
14208,57425,26936,30489,6756,3457,3299,32483,15757,16726,18005,7641,10364,2424,1276,1148,21398,9243,12155,13423,5528,7895,2838,946,1892
14210,45289,21805,23484,4301,2185,2116,24885,12539,12346,16081,7067,9014,1407,723,684,19905,8937,10968,11611,4830,6781,2407,723,1684
14211,167378,85552,81826,19964,10114,9850,102286,54053,48233,43707,20198,23509,7310,3728,3582,55682,26090,29592,29133,13023,16110,4915,1437,3478
14212,225714,116658,109056,28919,14857,14062,144236,77321,66915,51432,23866,27566,10713,5525,5188,65841,30886,34955,34162,15504,18658,5077,1642,3435
14213,232922,116714,116208,29806,15200,14606,148510,76829,71681,53184,23835,29349,12125,6137,5988,66286,30445,35841,36999,16216,20783,5646,1780,3866
14214,101514,51429,50085,12718,6486,6232,63708,33341,30367,24405,11233,13172,4855,2485,2370,30631,14336,16295,16877,7566,9311,2844,925,1919
14215,130190,65620,64570,17886,9152,8734,81594,42188,39406,30218,13967,16251,6711,3438,3273,38264,17944,20320,20558,9325,11233,2963,919,2044
14216,128737,64478,64259,15477,7916,7561,81751,42275,39476,30216,13730,16486,5900,2939,2961,38149,17704,20445,20676,9130,11546,2855,867,1988
14217,43306,21317,21989,5379,2769,2610,25139,12835,12304,12722,5672,7050,1935,969,966,15719,7123,8596,9052,3929,5123,1472,466,1006
14218,84460,42875,41585,11850,5975,5875,50615,26661,23954,21593,10002,11591,4429,2225,2204,26721,12518,14203,14807,6850,7957,1827,553,1274
14301,32096,15117,16979,4192,2169,2023,17338,8328,9010,9890,4249,5641,1421,747,674,11803,5155,6648,7256,3089,4167,1529,489,1040
14321,47936,24296,23640,6488,3337,3151,29406,15331,14075,11935,5554,6381,2427,1226,1201,15234,7159,8075,8113,3702,4411,1212,361,851
14341,31550,15397,16153,3604,1835,1769,17300,8650,8650,9972,4524,5448,1225,625,600,12215,5583,6632,6979,3080,3899,1301,414,887
14342,28378,13647,14731,3092,1540,1552,16005,7944,8061,9279,4162,5117,1032,509,523,11163,5064,6099,6673,2924,3749,1219,387,832
14361,9679,4834,4845,1076,544,532,5565,2898,2667,3030,1384,1646,316,159,157,3803,1743,2060,2051,888,1163,441,122,319
14362,17033,8498,8535,2344,1189,1155,10214,5263,4951,4441,2022,2419,730,364,366,5560,2565,2995,3032,1350,1682,490,168,322
14363,11171,5503,5668,1118,573,545,6553,3407,3146,3496,1521,1975,402,205,197,4353,1958,2395,2510,1044,1466,450,133,317
14364,10724,5230,5494,1032,537,495,5965,3040,2925,3727,1653,2074,363,184,179,4683,2138,2545,2624,1108,1516,585,191,394
14366,17013,8292,8721,2595,1301,1294,10125,5131,4994,4259,1842,2417,955,488,467,5259,2321,2938,3071,1290,1781,586,149,437
14382,11786,5619,6167,896,436,460,6511,3297,3214,4125,1747,2378,265,122,143,5085,2231,2854,2924,1170,1754,607,164,443
14383,7333,3425,3908,573,289,284,3919,1936,1983,2840,1200,1640,189,95,94,3468,1523,1945,2083,847,1236,380,112,268
14384,25026,11556,13470,2271,1180,1091,12859,6322,6537,9768,3994,5774,790,417,373,11689,4878,6811,7253,2829,4424,1515,406,1109
14401,40343,20935,19408,4655,2397,2258,24294,12986,11308,10526,5045,5481,1572,816,756,13728,6670,7058,6887,3210,3677,934,315,619
14402,3214,1644,1570,320,166,154,1852,990,862,1038,485,553,102,47,55,1353,648,705,689,309,380,133,40,93
15100,810157,389512,420645,98367,50248,48119,488815,243543,245272,217107,92252,124855,37359,19006,18353,274835,120495,154340,154278,61948,92330,34908,10052,24856
15101,76328,36973,39355,9270,4838,4432,45800,22880,22920,20806,8995,11811,3351,1732,1619,26901,11991,14910,14238,5804,8434,3006,820,2186
15102,137577,66001,71576,17319,8904,8415,83111,40998,42113,36356,15675,20681,6656,3429,3227,45943,20271,25672,25543,10478,15065,4951,1464,3487
15103,183767,87721,96046,20886,10713,10173,114710,56604,58106,45324,18669,26655,8461,4351,4110,56636,24171,32465,32488,12706,19782,7438,2174,5264
15104,68906,33407,35499,9100,4659,4441,40714,20536,20178,18897,8107,10790,3386,1718,1668,24039,10638,13401,13275,5327,7948,3124,802,2322
15105,76843,36689,40154,9771,4966,4805,44480,22118,22362,22381,9478,12903,3483,1781,1702,28318,12426,15892,16274,6495,9779,4019,1204,2815
15106,45685,22068,23617,5493,2711,2782,27459,13944,13515,12593,5332,7261,2094,990,1104,16196,7177,9019,9079,3557,5522,2416,685,1731
15107,162833,78714,84119,20013,10100,9913,98506,49298,49208,43124,18598,24526,7642,3831,3811,54306,23946,30360,30674,12656,18018,6727,2053,4674
15108,58218,27939,30279,6515,3357,3158,34035,17165,16870,17626,7398,10228,2286,1174,1112,22496,9875,12621,12707,4925,7782,3227,850,2377
15202,275133,134198,140935,34453,17551,16902,160452,81910,78542,79166,34105,45061,12745,6553,6192,99582,44141,55441,57527,23363,34164,14269,4386,9883
15204,99192,48094,51098,11962,6144,5818,57474,29056,28418,29492,12756,16736,4344,2263,2081,37181,16565,20616,21427,8733,12694,4757,1398,3359
15205,86833,43098,43735,10001,5175,4826,49656,26104,23552,26772,11497,15275,3636,1853,1783,33488,14900,18588,19584,7855,11729,4953,1484,3469
15206,98611,47412,51199,11830,6019,5811,57378,29178,28200,29110,12073,17037,4478,2250,2228,36836,15866,20970,21126,8106,13020,5190,1434,3756
15208,36498,17998,18500,4388,2246,2142,20274,10556,9718,11770,5155,6615,1556,784,772,14649,6616,8033,8643,3582,5061,2211,665,1546
15209,27852,13447,14405,2897,1521,1376,15738,8004,7734,9165,3891,5274,1008,535,473,11463,5050,6413,6687,2680,4007,1514,426,1088
15210,54917,26642,28275,6266,3234,3032,28866,14840,14026,19725,8534,11191,2221,1127,1094,24445,10892,13553,14925,6111,8814,4018,1167,2851
15211,40608,19636,20972,4906,2516,2390,23491,11779,11712,12157,5306,6851,1840,933,907,15211,6822,8389,8812,3638,5174,2008,618,1390
15212,62442,29824,32618,6609,3415,3194,33578,17200,16378,22167,9161,13006,2269,1170,1099,27349,11710,15639,16602,6418,10184,4125,1156,2969
15213,79784,38770,41014,9885,4987,4898,47021,23900,23121,22686,9762,12924,3601,1782,1819,28532,12677,15855,16387,6772,9615,3404,977,2427
15216,44162,21538,22624,4816,2474,2342,22942,12068,10874,16346,6954,9392,1629,857,772,19875,8733,11142,12354,5013,7341,3094,920,2174
15217,33199,16097,17102,3704,1915,1789,18234,9406,8828,11235,4755,6480,1309,686,623,13878,6106,7772,8382,3292,5090,2280,648,1632
15218,51404,24596,26808,5806,2957,2849,28848,14644,14204,16737,6985,9752,1997,1030,967,20923,9066,11857,12182,4734,7448,3025,840,2185
15222,196987,95990,100997,25048,13001,12047,111997,57369,54628,58970,25082,33888,9102,4753,4349,73930,32552,41378,43014,17037,25977,10929,3010,7919
15223,43415,20870,22545,5079,2621,2458,25235,12819,12416,13067,5409,7658,1787,896,891,16865,7364,9501,9568,3670,5898,2627,679,1948
15224,57255,27450,29805,5986,3117,2869,28126,14628,13498,23060,9671,13389,2200,1155,1045,27492,11963,15529,17795,6944,10851,4895,1516,3379
15225,37352,18207,19145,4283,2166,2117,20742,10691,10051,12280,5318,6962,1405,711,694,15648,7030,8618,9282,3730,5552,2609,768,1841
15226,58568,28545,30023,7371,3824,3547,34066,17290,16776,17131,7431,9700,2788,1406,1382,22126,9994,12132,12592,5097,7495,3659,1093,2566
15227,30198,14611,15587,3464,1753,1711,16871,8646,8225,9804,4167,5637,1276,637,639,12347,5432,6915,7182,2819,4363,1839,449,1390
15307,14040,7018,7022,2054,1103,951,8524,4515,4009,3407,1361,2046,841,448,393,4376,1849,2527,2423,881,1542,672,155,517
15342,8209,3951,4258,1102,547,555,4833,2434,2399,2272,969,1303,385,196,189,2953,1302,1651,1589,617,972,366,93,273
15361,12188,5877,6311,1277,663,614,6993,3546,3447,3918,1668,2250,425,226,199,4998,2197,2801,2791,1103,1688,716,196,520
15385,11680,5598,6082,965,519,446,5422,2884,2538,5290,2192,3098,272,142,130,6268,2723,3545,4247,1629,2618,1145,348,797
15405,4528,2156,2372,423,205,218,2276,1195,1081,1829,756,1073,153,64,89,2192,940,1252,1393,523,870,455,133,322
15461,8046,4050,3996,771,383,388,4547,2443,2104,2728,1224,1504,275,132,143,3443,1612,1831,1996,834,1162,486,162,324
15482,10029,4810,5219,989,509,480,5131,2703,2428,3909,1598,2311,351,184,167,4789,2065,2724,3196,1225,1971,1181,339,842
15504,4775,2476,2299,609,322,287,2787,1500,1287,1353,628,725,252,138,114,1772,836,936,969,411,558,229,74,155
15581,5832,2758,3074,601,314,287,2949,1535,1414,2282,909,1373,195,107,88,2773,1161,1612,1798,663,1135,506,146,360
15586,370,184,186,33,17,16,187,107,80,150,60,90,10,4,6,193,86,107,129,47,82,28,6,22
16201,418686,203427,215259,52626,26980,25646,245586,124837,120749,117978,50050,67928,19427,9942,9485,145604,63552,82052,83821,33649,50172,18365,5317,13048
16202,172125,82802,89323,19223,9917,9306,94740,47556,47184,53973,22939,31034,6977,3572,3405,65847,28610,37237,38084,15280,22804,8489,2443,6046
16204,42935,20921,22014,4851,2456,2395,23977,12575,11402,13867,5773,8094,1662,816,846,16814,7242,9572,9941,3923,6018,2278,636,1642
16205,47992,22769,25223,4915,2536,2379,25803,13003,12800,17268,7225,10043,1602,834,768,21095,9093,12002,12419,4836,7583,3076,932,2144
16206,32755,15855,16900,4256,2222,2034,18995,9717,9278,9377,3842,5535,1517,817,700,11528,4864,6664,6641,2542,4099,1489,388,1101
16207,40991,19920,21071,5117,2665,2452,22855,11704,11151,12266,5154,7112,1865,976,889,14982,6457,8525,8846,3497,5349,2062,598,1464
16208,49000,23781,25219,6733,3470,3263,28209,14273,13936,13837,5922,7915,2389,1223,1166,17201,7552,9649,9874,3907,5967,2587,784,1803
16209,30399,14602,15797,3319,1700,1619,16681,8439,8242,10386,4454,5932,1178,638,540,12788,5634,7154,7462,2964,4498,2044,606,1438
16210,51327,24423,26904,5622,2910,2712,27152,13667,13485,18513,7819,10694,1967,1025,942,22526,9812,12714,13513,5283,8230,3685,1124,2561
16211,92308,44770,47538,12368,6341,6027,53154,26899,26255,26457,11320,15137,4336,2262,2074,32743,14339,18404,18223,7398,10825,3914,1073,2841
16321,2982,1421,1561,549,280,269,1833,895,938,599,245,354,186,97,89,745,314,431,460,174,286,111,30,81
16322,20930,10002,10928,2302,1187,1115,11581,5832,5749,7034,2973,4061,784,403,381,8575,3720,4855,4973,1998,2975,1063,298,765
16323,26317,12663,13654,3131,1596,1535,14745,7462,7283,7891,3304,4587,1010,494,516,9832,4270,5562,5665,2226,3439,1293,357,936
16342,25335,12096,13239,2742,1367,1375,14093,7178,6915,8442,3518,4924,921,458,463,10348,4454,5894,6086,2409,3677,1555,439,1116
16343,12246,5695,6551,1094,584,510,6141,3084,3057,5011,2027,2984,346,191,155,5993,2505,3488,3756,1432,2324,924,273,651
17201,465699,226007,239692,59946,30632,29314,282984,141759,141225,114346,48530,65816,23260,11884,11376,142169,62022,80147,79129,31686,47443,17499,5035,12464
17202,55325,26218,29107,6041,3065,2976,29571,14750,14821,18940,7973,10967,2130,1090,1040,23376,10160,13216,13459,5286,8173,3391,982,2409
17203,106919,51844,55075,14691,7428,7263,60708,30555,30153,28772,12424,16348,5433,2767,2666,35327,15580,19747,20188,8336,11852,4376,1287,3089
17204,27216,12795,14421,2283,1152,1131,13198,6896,6302,11715,4733,6982,763,390,373,14004,5864,8140,8797,3314,5483,2387,689,1698
17205,14625,6762,7863,1157,577,580,6642,3425,3217,6816,2751,4065,407,207,200,8177,3434,4743,5132,1923,3209,1305,371,934
17206,67186,31420,35766,7749,3911,3838,36992,18257,18735,22262,9170,13092,2720,1407,1313,27195,11487,15708,15786,6124,9662,3522,976,2546
17207,21729,10288,11441,2272,1126,1146,11340,5684,5656,7922,3358,4564,796,393,403,9651,4194,5457,5701,2253,3448,1389,416,973
17209,34219,16396,17823,4681,2393,2288,19682,9731,9951,9812,4244,5568,1654,843,811,12061,5329,6732,6816,2772,4044,1426,380,1046
17210,109287,53085,56202,15721,7941,7780,65303,32561,32742,27915,12360,15555,5533,2766,2767,35703,16154,19549,18643,7813,10830,3928,1147,2781
17211,48881,24265,24616,7596,3960,3636,29195,15028,14167,11983,5209,6774,2708,1397,1311,14835,6583,8252,8296,3433,4863,1768,512,1256
17212,55099,28657,26442,7961,4053,3908,34620,18655,15965,9824,4282,5542,3489,1782,1707,12656,5655,7001,6535,2658,3877,1501,391,1110
17324,6347,3124,3223,1296,696,600,3731,1863,1868,1312,559,753,456,242,214,1636,725,911,913,361,552,218,57,161
17361,36968,17994,18974,5436,2746,2690,23177,11567,11610,8146,3560,4586,1904,943,961,10408,4681,5727,5563,2290,3273,1143,339,804
17365,26987,13017,13970,3721,1918,1803,16654,8152,8502,6435,2821,3614,1319,696,623,8149,3678,4471,4315,1825,2490,757,191,566
17384,20422,9651,10771,2073,1027,1046,10136,5151,4985,8213,3473,4740,703,339,364,10043,4369,5674,5910,2314,3596,1492,379,1113
17386,13174,6225,6949,1426,709,717,7059,3519,3540,4689,1997,2692,424,211,213,5734,2487,3247,3291,1291,2000,811,204,607
17407,17571,8447,9124,2237,1165,1072,9293,4684,4609,6034,2594,3440,776,411,365,7404,3250,4154,4325,1753,2572,1009,289,720
17461,8786,4196,4590,672,356,316,4099,2188,1911,3991,1635,2356,194,108,86,4787,2039,2748,3025,1148,1877,867,245,622
17463,17568,8198,9370,1413,729,684,8131,4202,3929,8024,3267,4757,467,216,251,9675,4091,5584,6031,2250,3781,1599,454,1145
18201,265904,128892,137012,34073,17581,16492,151638,75787,75851,72481,31404,41077,12951,6739,6212,89783,39805,49978,52252,21642,30610,12194,3760,8434
18202,66165,32558,33607,9038,4620,4418,39093,20127,18966,17572,7544,10028,3371,1724,1647,22253,9922,12331,12486,5066,7420,3002,932,2070
18204,29670,14539,15131,3814,1993,1821,16630,8605,8025,9145,3885,5260,1425,727,698,11247,4945,6302,6765,2669,4096,1709,534,1175
18205,33109,15683,17426,3787,1925,1862,18063,8971,9092,11253,4783,6470,1321,663,658,14072,6191,7881,8346,3294,5052,2132,624,1508
18206,24125,11478,12647,2750,1404,1346,13167,6564,6603,8185,3496,4689,948,484,464,10243,4528,5715,6089,2417,3672,1724,515,1209
